var,country,country_name,code,region,city,airport,latitude,longitude
IataBOX,au,Australia,box,Northern Territory,Borroloola,Borroloola Airport,-16.0753,136.302
IataBQB,au,Australia,bqb,Western Australia,Busselton,Busselton Regional Airport,-33.6884,115.402
IataBQL,au,Australia,bql,Queensland,,Boulia Airport,-22.9133,139.9
IataBQW,au,Australia,bqw,Western Australia,Balgo,Balgo Hill Airport,-20.1483,127.973
IataBRJ,au,Australia,brj,Victoria,,Bright Airport,-36.733,146.967
IataBRK,au,Australia,brk,New South Wales,Bourke,Bourke Airport,-30.0392,145.952
IataBRT,au,Australia,brt,Northern Territory,Bathurst Island,Bathurst Island Airport,-11.7692,130.62
IataBSJ,au,Australia,bsj,Victoria,Bairnsdale,Bairnsdale Airport,-37.8875,147.568
IataBTD,au,Australia,btd,Northern Territory,,Brunette Downs Airport,-18.64,135.938
IataBTX,au,Australia,btx,Queensland,,Betoota Airport,-25.6417,140.783
IataBUC,au,Australia,buc,Queensland,,Burketown Airport,-17.7486,139.534
IataBUY,au,Australia,buy,Western Australia,,Bunbury Airport,-33.3783,115.677
IataBVI,au,Australia,bvi,Queensland,Birdsville,Birdsville Airport,-25.8975,139.348
IataBVW,au,Australia,bvw,Queensland,,Batavia Downs Airport,-12.6592,142.675
IataBVZ,au,Australia,bvz,Western Australia,Wunaamin Miliwundi Ranges,Beverley Springs Airport,-16.7333,125.433
IataBWB,au,Australia,bwb,Western Australia,,Barrow Island Airport,-20.8644,115.406
IataBWQ,au,Australia,bwq,New South Wales,,Brewarrina Airport,-29.9739,146.817
IataBWT,au,Australia,bwt,Tasmania,Burnie,Burnie Airport,-40.9989,145.731
IataBWU,au,Australia,bwu,New South Wales,Sydney,Bankstown Airport,-33.9244,150.988
IataBXF,au,Australia,bxf,Western Australia,Pumululu National Park,Bellburn Airstrip,-17.545,128.305
IataBXG,au,Australia,bxg,Victoria,,Bendigo Airport,-36.7394,144.33
IataBYP,au,Australia,byp,Western Australia,,Barimunya Airport,-22.6739,119.166
IataBYX,au,Australia,byx,Northern Territory,Baniyala,Baniyala Airport,-13.1981,136.227
IataBZD,au,Australia,bzd,New South Wales,,Balranald Airport,-34.6236,143.578
IataBZP,au,Australia,bzp,Queensland,Lakefield National Park,Bizant Airport,-14.7403,144.119
IataCAZ,au,Australia,caz,New South Wales,Cobar,Cobar Airport,-31.5383,145.794
IataCBC,au,Australia,cbc,Western Australia,,Cherrabun Airport,-18.9178,125.538
IataCBI,au,Australia,cbi,Tasmania,Cape Barren Island,Cape Barren Island Airport,-40.3917,148.017
IataCBR,au,Australia,cbr,Australian Capital Territory,Canberra,Canberra Airport,-35.3069,149.195
IataCBX,au,Australia,cbx,New South Wales,,Condobolin Airport,-33.0644,147.209
IataCBY,au,Australia,cby,Queensland,Canobie,Canobie Airport,-19.4794,140.927
IataCCL,au,Australia,ccl,Queensland,Chinchilla,Chinchilla Airport,-26.775,150.617
IataCCW,au,Australia,ccw,South Australia,,Cowell Airport,-33.6667,136.892
IataCDA,au,Australia,cda,Northern Territory,,Cooinda Airport,-12.9033,132.532
IataCDQ,au,Australia,cdq,Queensland,,Croydon Airport,-18.225,142.258
IataCDU,au,Australia,cdu,New South Wales,Cobbitty,Camden Airport,-34.0403,150.687
IataCED,au,Australia,ced,South Australia,Ceduna,Ceduna Airport,-32.1306,133.71
IataCES,au,Australia,ces,New South Wales,,Cessnock Airport,-32.7875,151.342
IataCFH,au,Australia,cfh,South Australia,Clifton Hills,Clifton Hills Airport,-27.0183,138.892
IataCFI,au,Australia,cfi,Northern Territory,,Camfield Airport,-17.0217,131.327
IataCFP,au,Australia,cfp,Queensland,Carpentaria Downs,Carpentaria Downs Airport,-18.7167,144.317
IataCFS,au,Australia,cfs,New South Wales,Coffs Harbour,Coffs Harbour Airport,-30.3206,153.116
IataCGV,au,Australia,cgv,Western Australia,,Caiguna Airport,-32.265,125.493
IataCIE,au,Australia,cie,Western Australia,Collie,Collie Airport,-33.3667,116.217
IataCJF,au,Australia,cjf,Western Australia,Coondewanna,Coondewanna Airport,-22.9667,118.813
IataCKI,au,Australia,cki,Northern Territory,Minjilang,Croker Island Airport,-11.165,132.483
IataCKW,au,Australia,ckw,Western Australia,Christmas Creek Mine,Christmas Creek Mine Airport,-22.3543,119.643
IataCLH,au,Australia,clh,New South Wales,,Coolah Airport,-31.7733,149.61
IataCMA,au,Australia,cma,Queensland,,Cunnamulla Airport,-28.03,145.622
IataCMD,au,Australia,cmd,New South Wales,,Cootamundra Airport,-34.6239,148.028
IataCML,au,Australia,cml,Queensland,,Camooweal Airport,-19.9117,138.125
IataCMQ,au,Australia,cmq,Queensland,Clermont,Clermont Airport,-22.7731,147.621
IataCNB,au,Australia,cnb,New South Wales,,Coonamble Airport,-30.9833,148.376
IataCNC,au,Australia,cnc,Queensland,,Coconut Island Airport,-10.05,143.07
IataCNJ,au,Australia,cnj,Queensland,Cloncurry,Cloncurry Airport,-20.6686,140.504
IataCNS,au,Australia,cns,Queensland,Cairns,Cairns Airport,-16.8858,145.755
IataCOB,au,Australia,cob,Northern Territory,Coolibah,Coolibah Airport,-15.5483,130.962
IataCOJ,au,Australia,coj,New South Wales,,Coonabarabran Airport,-31.3325,149.267
IataCOY,au,Australia,coy,Western Australia,Coolawanyah Station,Coolawanyah Station Airport,-21.7946,117.755
IataCPD,au,Australia,cpd,South Australia,Coober Pedy,Coober Pedy Airport,-29.04,134.721
IataCQP,au,Australia,cqp,Queensland,,Cape Flattery Airport,-14.9708,145.312
IataCRB,au,Australia,crb,New South Wales,,Collarenebri Airport,-29.5217,148.582
IataCRH,au,Australia,crh,Queensland,Cherrabah Homestead Resort,Cherrabah Airport,-28.4301,152.089
IataCRJ,au,Australia,crj,South Australia,Coorabie,Coorabie Airport,-31.8944,132.296
IataCRY,au,Australia,cry,Western Australia,Carlton Hill,Carlton Hill Airport,-15.5019,128.534
IataCSD,au,Australia,csd,Northern Territory,Cresswell Downs,Cresswell Downs Airport,-17.948,135.916
IataCSI,au,Australia,csi,New South Wales,,Casino Airport,-28.8828,153.067
IataCTL,au,Australia,ctl,Queensland,Charleville,Charleville Airport,-26.4133,146.262
IataCTN,au,Australia,ctn,Queensland,Cooktown,Cooktown Airport,-15.4447,145.184
IataCTR,au,Australia,ctr,Northern Territory,,Cattle Creek Airport,-17.607,131.549
IataCUD,au,Australia,cud,Queensland,Caloundra,Caloundra Airport,-26.8,153.1
IataCUG,au,Australia,cug,New South Wales,,Cudal Airport,-33.2783,148.763
IataCUQ,au,Australia,cuq,Queensland,Coen,Coen Airport,-13.7611,143.113
IataCUY,au,Australia,cuy,Western Australia,,Cue Airport,-27.4467,117.918
IataCVC,au,Australia,cvc,South Australia,,Cleve Airport,-33.7097,136.505
IataCVQ,au,Australia,cvq,Western Australia,Carnarvon,Carnarvon Airport,-24.8802,113.672
IataCWR,au,Australia,cwr,South Australia,,Cowarie Airport,-27.7117,138.328
IataCWT,au,Australia,cwt,New South Wales,,Cowra Airport,-33.8447,148.649
IataCWW,au,Australia,cww,New South Wales,,Corowa Airport,-35.9947,146.357
IataCXQ,au,Australia,cxq,Western Australia,Wangkat Jungka,Christmas Creek Stn Airport,-22.3567,119.652
IataCXT,au,Australia,cxt,Queensland,,Charters Towers Airport,-20.0431,146.273
IataCYG,au,Australia,cyg,Victoria,Corryong,Corryong Airport,-36.1828,147.888
IataCZY,au,Australia,czy,Queensland,,Cluny Airport,-24.5167,139.617
IataDBO,au,Australia,dbo,New South Wales,Dubbo,Dubbo City Regional Airport,-32.2167,148.575
IataDBY,au,Australia,dby,Queensland,,Dalby Airport,-27.1553,151.267
IataDCN,au,Australia,dcn,Western Australia,Derby,RAAF Base Curtin,-17.5814,123.828
IataDDN,au,Australia,ddn,Queensland,,Delta Downs Airport,-16.9917,141.317
IataDFP,au,Australia,dfp,Queensland,Palmer,Drumduff Airport,-16.053,143.012
IataDGD,au,Australia,dgd,Western Australia,,Dalgaranga Airport,-27.8303,117.316
IataDGE,au,Australia,dge,New South Wales,Mudgee,Mudgee Airport,-32.5625,149.611
IataDHD,au,Australia,dhd,Queensland,,Durham Downs Airport,-27.075,141.9
IataDKI,au,Australia,dki,Queensland,Dunk Island,Dunk Island Airport,-17.9417,146.14
IataDKV,au,Australia,dkv,Northern Territory,Kaltukatjara,Docker River Airport,-24.86,129.07
IataDLK,au,Australia,dlk,South Australia,Dulkaninna,Dulkaninna Airport,-29.0133,138.481
IataDLV,au,Australia,dlv,Northern Territory,,Delissaville Airport,-12.55,130.685
IataDMD,au,Australia,dmd,Queensland,Doomadgee,Doomadgee Airport,-17.9403,138.822
IataDNB,au,Australia,dnb,Queensland,Maramie,Dunbar Airport,-16.05,142.4
IataDNG,au,Australia,dng,Western Australia,Drysdale River,Doongan Airport,-15.3864,126.302
IataDNM,au,Australia,dnm,Western Australia,,Denham Airport,-25.8882,113.577
IataDNQ,au,Australia,dnq,New South Wales,Deniliquin,Deniliquin Airport,-35.5594,144.946
IataDOX,au,Australia,dox,Western Australia,Port Denison,Dongara Airport,-29.2981,114.927
IataDPO,au,Australia,dpo,Tasmania,Devonport,Devonport Airport,-41.1697,146.43
IataDRB,au,Australia,drb,Western Australia,Derby,Derby Airport,-17.37,123.661
IataDRD,au,Australia,drd,Queensland,Dorunda Outstation,Dorunda Airport,-16.5537,141.824
IataDRN,au,Australia,drn,Queensland,Dirranbandi,Dirranbandi Airport,-28.5917,148.217
IataDRR,au,Australia,drr,Queensland,,Durrie Airport,-25.685,140.228
IataDRW,au,Australia,drw,Northern Territory,Darwin,Darwin International Airport,-12.4147,130.877
IataDRY,au,Australia,dry,Western Australia,Drysdale River,Drysdale River Airport,-15.7136,126.381
IataDVP,au,Australia,dvp,Queensland,,Davenport Downs Airport,-24.15,141.108
IataDVR,au,Australia,dvr,Northern Territory,Nauiyu,Daly River Airport,-13.7498,130.694
IataDXD,au,Australia,dxd,Queensland,New Dixie,Dixie Airport,-15.1175,143.316
IataDYA,au,Australia,dya,Queensland,,Dysart Airport,-22.6222,148.364
IataDYM,au,Australia,dym,Queensland,Diamantina Lakes,Diamantina Lakes Airport,-23.7617,141.145
IataDYW,au,Australia,dyw,Northern Territory,Daly Waters,Daly Waters Airport,-16.2647,133.383
IataECH,au,Australia,ech,Victoria,,Echuca Airport,-36.1572,144.762
IataEDD,au,Australia,edd,Northern Territory,Ghan,Erldunda Airport,-25.2058,133.254
IataEDR,au,Australia,edr,Queensland,Pormpuraaw,Edward River Airport,-14.8965,141.609
IataEIH,au,Australia,eih,Queensland,Einasleigh,Einasleigh Airport,-18.5033,144.094
IataEKD,au,Australia,ekd,Northern Territory,,Elkedra Airport,-21.1725,135.444
IataELC,au,Australia,elc,Northern Territory,Elcho Island,Elcho Island Airport,-12.0194,135.571
IataEMD,au,Australia,emd,Queensland,Emerald,Emerald Airport,-23.5675,148.179
IataENB,au,Australia,enb,Western Australia,Eneabba,Eneabba Airport,-29.8325,115.246
IataEPR,au,Australia,epr,Western Australia,Esperance,Esperance Airport,-33.6844,121.823
IataERB,au,Australia,erb,South Australia,,Pukatja Airport (Ernabella Airport),-26.2633,132.182
IataERQ,au,Australia,erq,Queensland,Elrose Mine,Elrose Airport,-20.9764,141.007
IataETD,au,Australia,etd,South Australia,Etadunna,Etadunna Airport,-28.7408,138.589
IataEUC,au,Australia,euc,Western Australia,,Eucla Airport,-31.7,128.883
IataEVD,au,Australia,evd,Northern Territory,Eva Downs,Eva Downs Airport,-18.001,134.863
IataEVH,au,Australia,evh,New South Wales,,Evans Head Memorial Aerodrome,-29.0933,153.42
IataEXM,au,Australia,exm,Western Australia,Exmouth,Exmouth Airport,-22.0333,114.1
IataFIK,au,Australia,fik,Northern Territory,Finke,Finke Airport,-25.5947,134.583
IataFIZ,au,Australia,fiz,Western Australia,,Fitzroy Crossing Airport,-18.1819,125.559
IataFLS,au,Australia,fls,Tasmania,Whitemark,Flinders Island Airport,-40.0917,147.993
IataFLY,au,Australia,fly,New South Wales,,Finley Airport,-35.6667,145.55
IataFOS,au,Australia,fos,Western Australia,,Forrest Airport,-30.8381,128.115
IataFOT,au,Australia,fot,New South Wales,,Forster (Wallis Island) Airport,-32.2042,152.479
IataFRB,au,Australia,frb,New South Wales,Forbes,Forbes Airport,-33.3636,147.935
IataFSL,au,Australia,fsl,Western Australia,Fossil Downs Station,Fossil Downs Airport,-18.1321,125.787
IataFVL,au,Australia,fvl,Western Australia,,Flora Valley Airport,-18.2833,128.417
IataFVR,au,Australia,fvr,Western Australia,Oombulgurri,Forrest River Airport,-15.1647,127.84
IataGAH,au,Australia,gah,Queensland,Gayndah,Gayndah Airport,-25.6144,151.619
IataGBL,au,Australia,gbl,Northern Territory,Goulburn Islands,South Goulburn Island Airport,-11.65,133.382
IataGBP,au,Australia,gbp,Queensland,Gamboola,Gamboola Airport,-16.55,143.667
IataGBV,au,Australia,gbv,Western Australia,Gibb,Gibb River Airport,-16.4233,126.445
IataGBW,au,Australia,gbw,Western Australia,Ginbata,Ginbata Airport,-22.5812,120.036
IataGDD,au,Australia,gdd,Western Australia,Gordon Downs,Gordon Downs Airport,-18.6781,128.592
IataGEE,au,Australia,gee,Tasmania,George Town,George Town Aerodrome,-41.08,146.84
IataGET,au,Australia,get,Western Australia,Geraldton,Geraldton Airport,-28.7961,114.707
IataGEX,au,Australia,gex,Victoria,,Geelong Airport,-38.225,144.333
IataGFE,au,Australia,gfe,New South Wales,Grenfell,Grenfell Airport,-34,148.133
IataGFF,au,Australia,gff,New South Wales,City of Griffith,Griffith Airport,-34.2508,146.067
IataGFN,au,Australia,gfn,New South Wales,Grafton,Clarence Valley Regional Airport,-29.7594,153.03
IataGGD,au,Australia,ggd,Queensland,,Gregory Downs Airport,-18.625,139.233
IataGIC,au,Australia,gic,Queensland,Boigu Island,Boigu Island Airport,-9.23278,142.218
IataGKL,au,Australia,gkl,Queensland,Great Keppel Island,Great Keppel Island Airport,-23.1833,150.942
IataGLG,au,Australia,glg,Queensland,,Glengyle Airport,-24.8083,139.6
IataGLI,au,Australia,gli,New South Wales,Glen Innes,Glen Innes Airport,-29.675,151.689
IataGLM,au,Australia,glm,Queensland,,Glenormiston Airport,-22.8883,138.825
IataGLT,au,Australia,glt,Queensland,Gladstone,Gladstone Airport,-23.8697,151.223
IataGLY,au,Australia,gly,Western Australia,,Goldsworthy Airport,-20.333,119.5
IataGOO,au,Australia,goo,Queensland,Goondiwindi,Goondiwindi Airport,-28.5214,150.32
IataGOS,au,Australia,gos,New South Wales,Gosford,Somersby Airfield,-33.3678,151.3
IataGOV,au,Australia,gov,Northern Territory,Nhulunbuy,Gove Airport,-12.2694,136.818
IataGPD,au,Australia,gpd,Queensland,Mount Gordon Mine,Mount Gordon Airport,-19.7726,139.404
IataGPN,au,Australia,gpn,Northern Territory,Melville Island,Garden Point Airport,-11.4025,130.422
IataGSC,au,Australia,gsc,Western Australia,Gascoyne Junction,Gascoyne Junction Airport,-25.0546,115.203
IataGSN,au,Australia,gsn,South Australia,Mount Gunson,Mount Gunson Airport,-31.4597,137.174
IataGTE,au,Australia,gte,Northern Territory,Groote Eylandt,Groote Eylandt Airport,-13.975,136.46
IataGTS,au,Australia,gts,Northern Territory,The Granites Gold Mine,The Granites Airport,-26.9483,133.607
IataGTT,au,Australia,gtt,Queensland,Georgetown,Georgetown Airport,-18.305,143.53
IataGUH,au,Australia,guh,New South Wales,,Gunnedah Airport,-30.9611,150.251
IataGUL,au,Australia,gul,New South Wales,,Goulburn Airport,-34.8103,149.726
IataGVP,au,Australia,gvp,Queensland,,Greenvale Airport,-18.9966,145.014
IataGYL,au,Australia,gyl,Western Australia,,Argyle Airport,-16.6369,128.451
IataGYP,au,Australia,gyp,Queensland,Gympie,Gympie Airport,-26.2828,152.702
IataHAT,au,Australia,hat,Queensland,Shelburne,Heathlands Airport,-11.7369,142.577
IataHBA,au,Australia,hba,Tasmania,Hobart,Hobart International Airport,-42.8361,147.51
IataHCQ,au,Australia,hcq,Western Australia,,Halls Creek Airport,-18.2339,127.67
IataHGD,au,Australia,hgd,Queensland,Hughenden,Hughenden Airport,-20.815,144.225
IataHID,au,Australia,hid,Queensland,Horn,Horn Island Airport,-10.5864,142.29
IataHIG,au,Australia,hig,Queensland,Highbury,Highbury Airport,-16.4244,143.146
IataHIP,au,Australia,hip,Queensland,,Headingly Airport,-21.3333,138.283
IataHLL,au,Australia,hll,Western Australia,Hillside,Hillside Airport,-21.7244,119.392
IataHLS,au,Australia,hls,Tasmania,,St Helens Airport,-41.3367,148.282
IataHLT,au,Australia,hlt,Victoria,Hamilton,Hamilton Airport,-37.6489,142.065
IataHLV,au,Australia,hlv,Queensland,Helenvale,Helenvale Airport,-15.6858,145.215
IataHMG,au,Australia,hmg,Northern Territory,Hermannsburg (Ntaria),Hermannsburg Airport,-23.93,132.805
IataHOK,au,Australia,hok,Northern Territory,Lajamanu,Hooker Creek Airport,-18.3367,130.638
IataHPE,au,Australia,hpe,Queensland,Hope Vale,Hopevale Airport,-15.2923,145.104
IataHRY,au,Australia,hry,Northern Territory,Ghan,Henbury Airport,-24.584,133.236
IataHSM,au,Australia,hsm,Victoria,,Horsham Airport,-36.6697,142.173
IataHTI,au,Australia,hti,Queensland,Whitsunday Islands,Great Barrier Reef Airport,-20.3581,148.952
IataHTU,au,Australia,htu,Victoria,,Hopetoun Airport,-35.7153,142.36
IataHUB,au,Australia,hub,Northern Territory,,Humbert River Airport,-16.4897,130.63
IataHVB,au,Australia,hvb,Queensland,Hervey Bay,Hervey Bay Airport,-25.3189,152.88
IataHWK,au,Australia,hwk,South Australia,Hawker,Wilpena Pound Airport,-31.8559,138.468
IataHXX,au,Australia,hxx,New South Wales,Hay,Hay Airport,-34.5314,144.83
IataIDK,au,Australia,idk,South Australia,Indulkana,Indulkana Airport,-26.9667,133.325
IataIFF,au,Australia,iff,Queensland,,Iffley Airport,-18.9,141.217
IataIFL,au,Australia,ifl,Queensland,,Innisfail Airport,-17.5594,146.012
IataIGH,au,Australia,igh,Queensland,,Ingham Airport,-18.6606,146.152
IataIKP,au,Australia,ikp,Queensland,Inkerman,Inkerman Airport,-16.275,141.442
IataINJ,au,Australia,inj,Queensland,Injune,Injune Airport,-25.851,148.55
IataINM,au,Australia,inm,South Australia,,Innamincka Airport,-27.7,140.733
IataIRG,au,Australia,irg,Queensland,Lockhart River,Lockhart River Airport,-12.7869,143.305
IataISA,au,Australia,isa,Queensland,Mount Isa,Mount Isa Airport,-20.6639,139.489
IataISI,au,Australia,isi,Queensland,,Isisford Airport,-24.2583,144.425
IataIVR,au,Australia,ivr,New South Wales,Inverell,Inverell Airport,-29.8883,151.144
IataIVW,au,Australia,ivw,Northern Territory,Inverway,Inverway Airport,-17.8411,129.643
IataJAB,au,Australia,jab,Northern Territory,Ranger Uranium Mine,Jabiru Airport,-12.6583,132.893
IataJAD,au,Australia,jad,Western Australia,Perth,Jandakot Airport,-32.0975,115.881
IataJCK,au,Australia,jck,Queensland,,Julia Creek Airport,-20.6683,141.723
IataJUN,au,Australia,jun,Queensland,Jundah,Jundah Airport,-24.8417,143.058
IataJUR,au,Australia,jur,Western Australia,Jurien Bay,Jurien Bay Airport,-30.3016,115.056
IataKAX,au,Australia,kax,Western Australia,Kalbarri,Kalbarri Airport,-27.6928,114.259
IataKBB,au,Australia,kbb,Northern Territory,Kirkimbie,Kirkimbie Airport,-17.7792,129.21
IataKBD,au,Australia,kbd,Western Australia,Kimberley Downs,Kimberley Downs Airport,-17.3978,124.355
IataKBJ,au,Australia,kbj,Northern Territory,Petermann,Kings Canyon Airport,-24.26,131.49
IataKBY,au,Australia,kby,South Australia,,Streaky Bay Airport,-32.8358,134.293
IataKCE,au,Australia,kce,Queensland,,Collinsville Airport,-20.5967,147.86
IataKCS,au,Australia,kcs,Northern Territory,Petermann,Kings Creek Station Airport,-24.4233,131.835
IataKDB,au,Australia,kdb,Western Australia,Kambalda West,Kambalda Airport,-31.1907,121.598
IataKDS,au,Australia,kds,Queensland,Kamaran Downs,Kamaran Downs Airport,-24.3388,139.279
IataKFE,au,Australia,kfe,Western Australia,Cloudbreak Village,Fortescue Dave Forrest Airport,-22.2908,119.437
IataKFG,au,Australia,kfg,Northern Territory,Kalkarindji,Kalkgurung Airport,-17.4319,130.808
IataKGC,au,Australia,kgc,South Australia,Kangaroo Island,Kingscote Airport,-35.7139,137.521
IataKGI,au,Australia,kgi,Western Australia,Kalgoorlie,Kalgoorlie-Boulder Airport,-30.7894,121.462
IataKGR,au,Australia,kgr,Northern Territory,Ghan,Kulgera Airport,-25.8428,133.292
IataKGY,au,Australia,kgy,Queensland,,Kingaroy Airport,-26.5808,151.841
IataKKP,au,Australia,kkp,Queensland,Koolburra,Koolburra Airport,-15.3189,143.955
IataKML,au,Australia,kml,Queensland,,Kamileroi Airport,-19.375,140.057
IataKNI,au,Australia,kni,Western Australia,,Katanning Airport,-33.7167,117.633
IataKNS,au,Australia,kns,Tasmania,King Island,King Island Airport,-39.8775,143.878
IataKNX,au,Australia,knx,Western Australia,Kununurra,East Kimberley Regional Airport,-15.7781,128.708
IataKOH,au,Australia,koh,Queensland,Maramie,Koolatah Airport,-15.8886,142.439
IataKPP,au,Australia,kpp,Queensland,Kalpower,Kalpowar Airport,-14.89,144.22
IataKPS,au,Australia,kps,New South Wales,,Kempsey Airport,-31.0744,152.77
IataKQR,au,Australia,kqr,Western Australia,Karara,Karara Airport,-29.2167,116.687
IataKRA,au,Australia,kra,Victoria,,Kerang Airport,-35.7514,143.939
IataKRB,au,Australia,krb,Queensland,,Karumba Airport,-17.4567,140.83
IataKRD,au,Australia,krd,Northern Territory,Kurundi Station,Kurundi Airport,-20.51,134.671
IataKSV,au,Australia,ksv,Queensland,,Springvale Airport,-23.55,140.7
IataKTA,au,Australia,kta,Western Australia,Karratha,Karratha Airport,-20.7122,116.773
IataKTR,au,Australia,ktr,Northern Territory,,RAAF Base Tindal,-14.5211,132.378
IataKUG,au,Australia,kug,Queensland,Kubin Island,Kubin Airport,-10.225,142.218
IataKWM,au,Australia,kwm,Queensland,Kowanyama,Kowanyama Airport,-15.4856,141.751
IataKYF,au,Australia,kyf,Western Australia,,Yeelirrie Airport,-27.2771,120.096
IataKYI,au,Australia,kyi,South Australia,Yalata Mission,Yalata Airport,-31.4706,131.825
IataLBH,au,Australia,lbh,New South Wales,Sydney,Palm Beach Water Airport,-33.5871,151.323
IataLCN,au,Australia,lcn,South Australia,,Balcanoona Airport,-30.535,139.337
IataLDC,au,Australia,ldc,Queensland,Lindeman Island,Lindeman Island Airport,-20.4536,149.04
IataLDH,au,Australia,ldh,New South Wales,Lord Howe Island,Lord Howe Island Airport,-31.5383,159.077
IataLDW,au,Australia,ldw,Western Australia,Lansdowne Station,Lansdowne Airport,-17.6128,126.743
IataLEA,au,Australia,lea,Western Australia,Exmouth,RAAF Learmonth (Learmonth Airport),-22.2356,114.089
IataLEL,au,Australia,lel,Northern Territory,,Lake Evella Airport,-12.4989,135.806
IataLER,au,Australia,ler,Western Australia,Léré,Leinster Airport,-27.8433,120.703
IataLFP,au,Australia,lfp,Queensland,Lakefield,Lakefield Airport,-14.9207,144.203
IataLGE,au,Australia,lge,Western Australia,Lake Gregory,Lake Gregory Airport,-20.1089,127.619
